ano,trimestre,categoria,tipo,instituicao,indice,reclamacoes_procedentes,reclamacoes_total,total_clientes
2022,3º,"Top 15 - Bancos, Financeiras e Instituições de Pagamento",Conglomerado,C6 BANK (conglomerado),50.18,1070.0,3330.0,21320772.0
2022,3º,"Top 15 - Bancos, Financeiras e Instituições de Pagamento",Conglomerado,CAIXA ECONÔMICA FEDERAL (conglomerado),17.19,2550.0,8346.0,148308904.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,CAIXA GERAL (conglomerado),,2.0,5.0,982.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"CALCRED S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,3.0,8.0,163794.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,6.0,12.0,58790.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,CCB (conglomerado),,4.0,83.0,160508.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,CELCOIN INSTITUICAO DE PAGAMENTO S.A.,,5.0,23.0,0.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"CENTROCRED S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTOS",,1.0,1.0,110863.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO,,21.0,87.0,194142.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,CITIBANK (conglomerado),,4.0,25.0,18558.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,COBUCCIO (conglomerado),,10.0,47.0,
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,COLOMBO (conglomerado),,1.0,9.0,322307.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,COOPER CARD INSTITUIÇÃO DE PAGAMENTO LTDA.,,0.0,2.0,378360.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,CREDI-SHOP S/A - INSTITUIÇÃO DE PAGAMENTO,,0.0,2.0,701423.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,CREDIT SUISSE (conglomerado),,0.0,4.0,5997.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,CREDSYSTEM (conglomerado),,18.0,95.0,
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,CREFISA (conglomerado),22.94,75.0,271.0,3268995.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,DAYCOVAL (conglomerado),110.61,173.0,680.0,1564046.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,DOCK INSTITUIÇÃO DE PAGAMENTO S.A.,,23.0,57.0,1997904.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,EBANX INSTITUICAO DE PAGAMENTOS LTDA.,70.09,39.0,114.0,556387.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,EWALLY INSTITUIÇÃO DE PAGAMENTO S.A.,,4.0,9.0,0.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,FACEBOOK INSTITUIÇÃO DE PAGAMENTO DO BRASIL LTDA.,,1.0,6.0,0.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO,113.04,79.0,262.0,698817.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"FC FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,1.0,14.0,25394.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO",,1.0,9.0,84947.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,FITBANK PAGAMENTOS ELETRONICOS S.A.,,5.0,8.0,18359.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,FLAGSHIP INSTITUICAO DE PAGAMENTOS LTDA,,7.0,15.0,0.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,FORTBRASIL INSTITUIÇÃO DE PAGAMENTO S/A,,7.0,23.0,697417.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,GAZIN (conglomerado),,0.0,2.0,49647.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,GENIAL (conglomerado),,9.0,20.0,657765.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,GERENCIANET (conglomerado),,13.0,59.0,334816.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,GM (conglomerado),,4.0,30.0,227309.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,GRANITO INSTITUIÇÃO DE PAGAMENTO S.A.,,4.0,12.0,0.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,GRUPO BONSUCESSO - BS2 (conglomerado),323.09,111.0,334.0,343552.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,GRUPO ZEMA (conglomerado),,1.0,26.0,505005.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,HERVAL - HS (conglomerado),,5.0,15.0,211524.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,HONDA (conglomerado),,9.0,35.0,385212.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,HUB INSTITUIÇÃO DE PAGAMENTO S.A.,,26.0,104.0,9935547.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,INDUSTRIAL DO BRASIL (conglomerado),,7.0,33.0,69360.0
2022,3º,"Top 15 - Bancos, Financeiras e Instituições de Pagamento",Conglomerado,INTER (conglomerado),36.81,782.0,2143.0,21243511.0
2022,3º,"Top 15 - Bancos, Financeiras e Instituições de Pagamento",Conglomerado,ITAU (conglomerado),14.4,1375.0,5858.0,95481328.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,IUGU INSTITUIÇÃO DE PAGAMENTO S.A.,,10.0,15.0,2010.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO",,1.0,16.0,60558.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,JP MORGAN CHASE (conglomerado),,0.0,4.0,3672.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"KREDILIG S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,1.0,5.0,314082.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,5.0,13.0,304471.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"LECCA CRÉDITO, FINANCIAMENTO E INVESTIMENTO S/A",,4.0,13.0,24016.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,M PAGAMENTOS S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO,,4.0,14.0,711941.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,MAG INSTITUICAO DE PAGAMENTO LTDA,,0.0,1.0,0.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,MASTER (conglomerado),373.13,98.0,207.0,262641.0
2022,3º,"Top 15 - Bancos, Financeiras e Instituições de Pagamento",Conglomerado,MERCADO CRÉDITO (conglomerado),22.21,875.0,2363.0,39392090.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,MERCANTIL DO BRASIL (conglomerado),58.42,323.0,624.0,5528253.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,MERCEDES-BENZ (conglomerado),,3.0,11.0,19302.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",5.11,56.0,239.0,10958007.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,MODAL (conglomerado),25.21,44.0,93.0,1745259.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,NACIONAL (conglomerado),,0.0,1.0,61.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS",,1.0,6.0,466545.0
2022,3º,"Top 15 - Bancos, Financeiras e Instituições de Pagamento",Conglomerado,NEON (conglomerado),15.59,239.0,466.0,15325349.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO,,1.0,37.0,374760.0
2022,3º,"Top 15 - Bancos, Financeiras e Instituições de Pagamento",Conglomerado,NUBANK (conglomerado),9.76,633.0,2378.0,64841518.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,OMNI (conglomerado),10.33,45.0,196.0,4352219.0
2022,3º,"Top 15 - Bancos, Financeiras e Instituições de Pagamento",Conglomerado,ORIGINAL (conglomerado),17.35,732.0,2205.0,42173653.0
2022,3º,"Top 15 - Bancos, Financeiras e Instituições de Pagamento",Conglomerado,PAGBANK-PAGSEGURO (conglomerado),19.73,512.0,1483.0,25948408.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,PAGUEVELOZ INSTITUIÇÃO DE PAGAMENTO LTDA.,,9.0,17.0,0.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,PARANÁ BANCO (conglomerado),,13.0,157.0,534173.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.",,23.0,74.0,45764.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,PAYPAL DO BRASIL SERVICOS DE PAGAMENTOS LTDA,15.77,49.0,173.0,3106019.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",13.1,117.0,212.0,8928230.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,PINBANK BRASIL INSTITUIÇÃO DE PAGAMENTO S.A.,,0.0,1.0,0.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,PINE (conglomerado),,1.0,9.0,50060.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,PORTO SEGURO (conglomerado),41.51,123.0,318.0,2962999.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO",286.17,34.0,84.0,118808.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,QUERO-QUERO VERDECARD INSTITUIÇÃO DE PAGAMENTO S.A.,,6.0,20.0,388826.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.",,18.0,128.0,5730050.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,RECARGAPAY (conglomerado),7.64,59.0,140.0,7714549.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,RENDIMENTO (conglomerado),,13.0,34.0,242571.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,REPOM S.A.,,9.0,12.0,269770.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,RODOBENS (conglomerado),,2.0,15.0,21663.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"RPW S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,0.0,1.0,14817.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,SAFRA (conglomerado),59.27,332.0,1087.0,5601301.0
2022,3º,"Top 15 - Bancos, Financeiras e Instituições de Pagamento",Conglomerado,SANTANDER (conglomerado),28.54,1740.0,6612.0,60961566.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS",,1.0,5.0,11605.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,SCANIA (conglomerado),,1.0,1.0,5399.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,SENFF (conglomerado),,8.0,26.0,263286.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"SF3 CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.",,1.0,4.0,31739.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,SHPP BRASIL INSTITUIÇÃO DE PAGAMENTO E SERVIÇOS DE PAGAMENTOS LTDA.,,5.0,14.0,0.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,SICREDI (conglomerado),,0.0,9.0,7148115.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,SIMPALA (conglomerado),,1.0,1.0,4670.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,SOCIAL BANK BANCO MÚLTIPLO S/A,,17.0,19.0,1321.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,SOCIAL BANK INSTITUIÇÃO DE PAGAMENTO S.A,,2.0,2.0,283011.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,SOCIETE GENERALE (conglomerado),,0.0,1.0,428.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,3.0,23.0,2234.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,SOFISA (conglomerado),68.21,40.0,96.0,586409.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,SOROCRED (conglomerado),,16.0,88.0,635124.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,STATE STREET BRASIL S.A. - BANCO COMERCIAL,,0.0,1.0,1.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,STONE (conglomerado),55.91,145.0,696.0,2593141.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,SUMUP (conglomerado),,0.0,2.0,
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,U4CRYPTO INSTITUIÇÃO DE PAGAMENTO SA,,11.0,20.0,0.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,UBS (conglomerado),,0.0,1.0,0.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS",,2.0,9.0,459801.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,VOITER (conglomerado),,0.0,7.0,201484.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,VOLKSWAGEN (conglomerado),,14.0,110.0,324006.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,VOLVO (conglomerado),,0.0,1.0,8510.0
2022,3º,"Top 15 - Bancos, Financeiras e Instituições de Pagamento",Conglomerado,VOTORANTIM (conglomerado),20.82,293.0,861.0,14072909.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,VR (conglomerado),,3.0,4.0,77.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,WESTERN UNION (conglomerado),,4.0,8.0,1.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,WILL (conglomerado),60.5,200.0,489.0,3305651.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,WORLDPAY DO BRASIL INSTITUICAO DE PAGAMENTO LTDA,,0.0,1.0,55.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,XP (conglomerado),110.18,91.0,135.0,825881.0
2022,3º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,YAMAHA MOTOR (conglomerado),,2.0,39.0,215003.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,ABC-BRASIL (conglomerado),,11.0,17.0,55693.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO,15.52,86.0,179.0,5538591.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,ACG INSTITUIÇÃO DE PAGAMENTO S.A.,,1.0,2.0,51711.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,AFINZ (conglomerado),,17.0,62.0,483968.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,AGIBANK (conglomerado),112.41,224.0,545.0,1992640.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,2.0,8.0,549291.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,5.0,5.0,31644.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,ALFA (conglomerado),,7.0,36.0,439630.0
2022,4º,"Top 15 - Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,AME DIGITAL BRASIL INSTITUICAO DE PAGAMENTO LTDA,1.28,40.0,92.0,31101626.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,ANDBANK (conglomerado),,0.0,5.0,31197.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,ASAAS (conglomerado),,15.0,62.0,0.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,BANCO ARBI S.A.,,6.0,15.0,89501.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,BANCO B3 S.A.,,1.0,4.0,1160.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,BANCO CNH INDUSTRIAL CAPITAL S.A.,,0.0,7.0,29965.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,BANCO CSF S.A.,6.31,51.0,165.0,8070375.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,BANCO DA AMAZONIA S.A.,,2.0,9.0,587752.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,BANCO DIGIMAIS S.A.,170.35,56.0,141.0,328722.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,BANCO DO ESTADO DE SERGIPE S.A.,,29.0,74.0,1128708.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,BANCO DO ESTADO DO PARÁ S.A.,33.68,34.0,65.0,1009445.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,BANCO DO NORDESTE DO BRASIL S.A.,,7.0,61.0,9384798.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,BANCO HSBC S.A.,,0.0,7.0,4057.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,BANCO INBURSA S.A.,,16.0,27.0,39104.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,BANCO JOHN DEERE S.A.,,0.0,1.0,13833.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,BANCO MONEO S.A.,,0.0,1.0,1135.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,BANCO OURINVEST S.A.,,1.0,11.0,307501.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,BANCO PAULISTA S.A.,,11.0,19.0,86056.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,BANCO RABOBANK INTERNATIONAL BRASIL S.A.,,0.0,1.0,3898.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,BANCO RIBEIRAO PRETO S.A.,,0.0,1.0,4759.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,BANCO SEMEAR S.A.,,0.0,7.0,312515.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,BANCO SICOOB (conglomerado),8.44,51.0,143.0,6040091.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,BANCO SUMITOMO MITSUI BRASILEIRO S.A.,,0.0,1.0,1180.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,BANCO TOPÁZIO S.A.,,4.0,15.0,12744.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,BANCO TOYOTA DO BRASIL S.A. (conglomerado),,0.0,10.0,155246.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,BANCO TRIANGULO S.A.,,7.0,33.0,1744811.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,BANCO TRICURY S.A.,,0.0,1.0,972.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,BANESTES (conglomerado),,25.0,52.0,1427677.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,BANRISUL (conglomerado),6.33,33.0,383.0,5213189.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,BARIGUI (conglomerado),84.3,30.0,76.0,355853.0
2022,4º,"Top 15 - Bancos, Financeiras e Instituições de Pagamento",Conglomerado,BB (conglomerado),8.22,610.0,3435.0,74126665.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,BBC (conglomerado),,1.0,10.0,6609.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"BECKER FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,0.0,1.0,198148.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"BIORC FINANCEIRA - CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.",,1.0,2.0,254.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,BMG (conglomerado),53.88,661.0,1693.0,12267412.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,BMW (conglomerado),,1.0,3.0,32997.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,BNP PARIBAS (conglomerado),32.84,63.0,391.0,1917938.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,BNQI - FINANCEIRO (conglomerado),,29.0,77.0,0.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,BOFA MERRILL LYNCH (conglomerado),,0.0,2.0,4928.0
2022,4º,"Top 15 - Bancos, Financeiras e Instituições de Pagamento",Conglomerado,BRADESCO (conglomerado),21.64,2225.0,6878.0,102814534.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,BRB (conglomerado),38.57,233.0,657.0,6040929.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"BRK S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,0.0,2.0,25477.0
2022,4º,"Top 15 - Bancos, Financeiras e Instituições de Pagamento",Conglomerado,BTG PACTUAL/BANCO PAN (conglomerado),76.13,1613.0,3093.0,21185674.0
2022,4º,"Top 15 - Bancos, Financeiras e Instituições de Pagamento",Conglomerado,C6 BANK (conglomerado),33.13,759.0,2678.0,22905869.0
2022,4º,"Top 15 - Bancos, Financeiras e Instituições de Pagamento",Conglomerado,CAIXA ECONÔMICA FEDERAL (conglomerado),12.08,1790.0,6142.0,148128348.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,CAIXA GERAL (conglomerado),,1.0,2.0,1006.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"CALCRED S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,2.0,2.0,181452.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,2.0,8.0,59548.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,CCB (conglomerado),,5.0,42.0,153165.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,CELCOIN INSTITUICAO DE PAGAMENTO S.A.,,18.0,25.0,0.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,"CENTROCRED S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTOS",,0.0,1.0,110120.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO,,14.0,68.0,213990.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,CITIBANK (conglomerado),,2.0,19.0,18935.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,CLOUDWALK INSTITUIÇÃO DE PAGAMENTO E SERVICOS LTDA,,7.0,30.0,0.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,COBUCCIO (conglomerado),,16.0,69.0,752805.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,COLOMBO (conglomerado),,1.0,4.0,322448.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,COOPER CARD INSTITUIÇÃO DE PAGAMENTO LTDA.,,1.0,2.0,392951.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,CREDSYSTEM (conglomerado),,5.0,34.0,4235510.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,CREFISA (conglomerado),23.81,84.0,312.0,3526710.0
2022,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado,DAYCOVAL (conglomerado),103.22,180.0,796.0,1743806.0
